Accession,Artwork Title,Artist_Lastname,Artist_FirstName,Medium,Artwork Year,Dimension,BLDGID,School Name,Borough
"11,642",MUSIC,ROBUS,HUGO,PLASTER,01/01/1938 12:00:00 AM,,K625,ROBESON HS COMP&BUS TC (A HML)-K,BROOKLYN
"11,643","""CUBIST MUSICIANS""",ANONYMOUS,,METAL PAINTED,01/01/1961 12:00:00 AM,,Q455,NEWTOWN HS - QUEENS,QUEENS
"11,646",CONSERTE,POWELL,FRED,"ALUMINUM, CAST",01/01/1962 12:00:00 AM,,R049,I.S. 49 - STATEN ISLAND,STATEN ISLAND
"11,647",ASTRONAUT,SHIFRIN,ROY,"BRONZE, CAST",01/01/1976 12:00:00 AM,,R057,P.S. 57 - STATEN ISLAND,STATEN ISLAND
"11,648",SCHOOL,KING,WILLIAM,"ALUMINUM, SHEET",01/01/1983 12:00:00 AM,,R013,P.S. 13 - STATEN ISLAND,STATEN ISLAND
"11,650","""ABSTRACT""",BONET,JORDI,CERAMIC,01/01/1971 12:00:00 AM,,R061,I.S. 61 - STATEN ISLAND,STATEN ISLAND
"11,651","""ABSTRACT""",BONET,JORDI,BRONZE,01/01/1971 12:00:00 AM,,R061,I.S. 61 - STATEN ISLAND,STATEN ISLAND
"11,652","""UNTITLED""",LADDA,JUSTEN,"MOSAIC, GLASS",,,X007,P.S. 7 - BRONX,BRONX
"11,652","""UNTITLED""",LADDA,JUSTEN,"MOSAIC, STONE",,,X007,P.S. 7 - BRONX,BRONX
"11,653",YOUTH AIMING HIGH,JENNEWEIN,CARL,BRONZE,01/01/1959 12:00:00 AM,,R051,I.S. 51 - STATEN ISLAND,STATEN ISLAND
"11,654","""SPORT""",SPAMPINATO,CLEMENTE,TERRA COTTA,01/01/1958 12:00:00 AM,,K142,J.H.S. 142 - BROOKLYN,BROOKLYN
"11,655","""ATHLETICS""",SPAMPINATO,CLEMENTE,BRONZE,01/01/1976 12:00:00 AM,,R069,P.S. 69 - STATEN ISLAND,STATEN ISLAND
"11,656","""ABSTRACT""",REINA,CHARLES,"BRONZE, SHEET",01/01/1977 12:00:00 AM,,R072,I.S. 72 - STATEN ISLAND,STATEN ISLAND
"11,657","""MOVEMENT THROUGH SPACE""",LEFKOW,JOHN,"COPPER, SHEET",01/01/1966 12:00:00 AM,,R460,SUSAN E. WAGNER HS - S. I.,STATEN ISLAND
"11,659","""PORTRAIT OF DANTE""",TRIEBEL,FREDERIC,BRONZE,01/01/1921 12:00:00 AM,,VVAR,,
"11,660","""STUDENTS""",LO MEDICO,THOMAS,ALUMINUM,01/01/1965 12:00:00 AM,,R007,I.S. 7 - STATEN ISLAND,STATEN ISLAND
"11,661","""ANIMAL LIFE""",MONROE,KEITH,"STEEL, WEATHERING",01/01/1967 12:00:00 AM,,R032,P.S. 32 - STATEN ISLAND,STATEN ISLAND
"11,662","""ABSTRACT""",NIVOLA,COSTANTINO,"CONCRETE, PRECAST",01/01/1965 12:00:00 AM,,R055,P.S. 55 - STATEN ISLAND,STATEN ISLAND
"11,663",LIFE'S JOURNEY,REINA,CHARLES,BRONZE,01/01/1974 12:00:00 AM,,R036,P.S. 36 - STATEN ISLAND,STATEN ISLAND
"11,665","""FOOTBALL, BASKETBALL, AND POLE VAULTING""",SPAMPINATO,CLEMENTE,"ALUMINUM, CAST",01/01/1962 12:00:00 AM,,R440,STATEN ISLAND TECHNICAL HS - S.I.,STATEN ISLAND
"11,666","""UNTITLED""",NIVOLA,COSTANTINO,CONCRETE,01/01/1955 12:00:00 AM,,K033,I.S. 33 - BROOKLYN,BROOKLYN
"11,667","""BUST OF LINCOLN, WASHINGTON AND FRANKLIN""",ANONYMOUS,,PLASTER CAST,,,R008,P.S. 8 - STATEN ISLAND,STATEN ISLAND
"11,670","""ORNAMENTAL WORLD MAP""",MILNES AND MELNIKER,ARCHITECTS,TERRA COTTA,01/01/1957 12:00:00 AM,,R050,P.S. 50 - STATEN ISLAND,STATEN ISLAND
"11,672","""BULL""",ANONYMOUS,,"PLASTER, PAINTED",,,K705,MIDWOOD HS ADDITION - BROOKLYN,BROOKLYN
"11,673","""BUFFALO""",ANONYMOUS,,"PLASTER, PAINTED",,,K705,MIDWOOD HS ADDITION - BROOKLYN,BROOKLYN
"11,674","""DANTE""",ANONYMOUS,,BRONZE,,,X415,CHRISTOPHER COLUMBUS HS - X,BRONX
"11,675","""DR. MARTIN LUTHER KING JR.""",JOME,,BRONZE,,,X150,P.S. 150 - BRONX,BRONX
"11,676","""CLOAKED WOMAN""",ANONYMOUS,,CONCRETE,,,Q801,OSSS / DSF - QUEENS,QUEENS
"11,678",DESTITUTE (MOTHER AND CHILD),GLICKMAN,MAURICE,MARBLE,01/01/1937 12:00:00 AM,,X094,P.S. 94 - BRONX,BRONX
"11,680",BUST OF PABLO CASSALS,FACCI,DOMENICO,CERAMIC,01/01/1976 12:00:00 AM,,X181,I.S. 181 - BRONX,BRONX
"11,681",THE CHALLENGE,KORAS,GEORGE,"BRONZE, CAST",01/01/1972 12:00:00 AM,,X192,I.S. 192 - BRONX,BRONX
"11,682",BUST OF ALBERT EINSTEIN,CRIMI,ALFRED,PLASTER CAST,01/01/1967 12:00:00 AM,,X131,I.S. 131 - BRONX,BRONX
"11,683","""EXPLORATION""",CHAYAT,MAXWELL,"STEEL, STAINLESS",01/01/1974 12:00:00 AM,,X174,I.S. 174 - BRONX,BRONX
"11,684",CITYSCAPE,ROSZAK,THEODORE,ALUMINUM,01/01/1975 12:00:00 AM,,X182,P.S. 182 - BRONX,BRONX
"11,685","""WW 1 MEMORIAL PLAQUE""",GORHAM COMPANY,,BRONZE,01/01/1921 12:00:00 AM,,M477,STUYVESANT HS (NEW) - MANHATTAN,MANHATTAN
"11,686","""UNTITLED, ABSTRACT""",WHITE,JACK,METAL,01/01/1980 12:00:00 AM,,X206,I.S. 206B - BRONX,BRONX
"11,687","""WW II MEMORIAL PLAQUE""",ANONYMOUS,,BRONZE,01/01/1948 12:00:00 AM,,M477,STUYVESANT HS (NEW) - MANHATTAN,MANHATTAN
"11,688",ELEMENTS OF EDUCATION,SPAMPINATO,CLEMENTE,"BRONZE, CAST",01/01/1971 12:00:00 AM,,X160,P.S. 160 - BRONX,BRONX
"11,690","""BOARD OF EDUCATION PLAQUE""",GORHAM COMPANY,,BRONZE,01/01/1906 12:00:00 AM,,M477,STUYVESANT HS (NEW) - MANHATTAN,MANHATTAN
"11,692","""ABSTRACT""",WOODHAM,JEAN,BRONZE,01/01/1975 12:00:00 AM,,X455,HARRY S. TRUMAN HS - X,BRONX
"11,693","""ABSTRACT""",HUNT,RICHARD,"STEEL, PAINTED",01/01/1982 12:00:00 AM,,X193,P.S. 211 - BRONX,BRONX
"11,694","""PLAY AND STUDY""",FACCI,DOMENICO,"BRONZE, CAST",01/01/1974 12:00:00 AM,,X147,I.S. 339 (OLD 147) - BRONX,BRONX
"11,695","""TABLET OF JAMES D. DILLINGHAM""",JORKMAN,O.B.,BRONZE,01/01/1923 12:00:00 AM,,Q455,NEWTOWN HS - QUEENS,QUEENS
"11,696",""" REV. BISHOP MOORE & CLEMENT C. MOORE""",FLERI,JOSEPH,BRONZE,,,Q455,NEWTOWN HS - QUEENS,QUEENS
"11,699",WEATHER PAVILION,HOLLIS,DOUGLAS,PLEXIGLASS,01/01/1993 12:00:00 AM,,M217,P.S. 217-BLACKWL-RSV ISL (UDC)-M,MANHATTAN
"11,699",WEATHER PAVILION,HOLLIS,DOUGLAS,STONE,01/01/1993 12:00:00 AM,,M217,P.S. 217-BLACKWL-RSV ISL (UDC)-M,MANHATTAN
"11,699",WEATHER PAVILION,HOLLIS,DOUGLAS,"STEEL, STAINLESS",01/01/1993 12:00:00 AM,,M217,P.S. 217-BLACKWL-RSV ISL (UDC)-M,MANHATTAN
"11,699",WEATHER PAVILION,HOLLIS,DOUGLAS,GRANITE,01/01/1993 12:00:00 AM,,M217,P.S. 217-BLACKWL-RSV ISL (UDC)-M,MANHATTAN
"11,699",WEATHER PAVILION,HOLLIS,DOUGLAS,CONCRETE,01/01/1993 12:00:00 AM,,M217,P.S. 217-BLACKWL-RSV ISL (UDC)-M,MANHATTAN
"11,699",WEATHER PAVILION,HOLLIS,DOUGLAS,MARBLE,01/01/1993 12:00:00 AM,,M217,P.S. 217-BLACKWL-RSV ISL (UDC)-M,MANHATTAN
"11,703",KNOWLEDGE AND ADVANCEMENT,ALSTON,CHARLES,BRONZE,01/01/1975 12:00:00 AM,,X158,I.S. 158 - BRONX,BRONX
"11,705",FREEDOM,VEGA,MANUEL,CONCRETE,03/01/1991 12:00:00 AM,,M088,I.S. 88 - MANHATTAN,MANHATTAN
"11,705",FREEDOM,VEGA,MANUEL,CONCRETE PAVERS,03/01/1991 12:00:00 AM,,M088,I.S. 88 - MANHATTAN,MANHATTAN
"11,706","""BASKETBALL""",SPAMPINATO,CLEMENTE,"BRONZE, CAST",01/01/1957 12:00:00 AM,,X140,P.S. 140 - BRONX,BRONX
"11,708",MUSIC AND INSPIRATION,GUARDUCCI,OTELLO,"BRONZE, SHEET",01/01/1965 12:00:00 AM,,X145,I.S. 145 - BRONX,BRONX
"11,709",UNTITLED,HARDISON,INGE,"BRONZE, CAST",01/01/1972 12:00:00 AM,,X074,I.S. 201 - BRONX,BRONX
"11,711",UNTITLED,DIGIUSTO,GERALD,"BRONZE, SHEET",01/01/1973 12:00:00 AM,,X116,I.S. 216 - BRONX,BRONX
"11,712",EDUCATION AND FAMILY,NIVOLA,COSTANTINO,CONCRETE,01/01/1972 12:00:00 AM,,X183,J.H.S. 203 - BRONX,BRONX
"11,713",UNTITLED,RUBIO,MARTIN,"STEEL, STAINLESS",01/01/1976 12:00:00 AM,,X116,I.S. 216 - BRONX,BRONX
"11,714",ROCK,WINTER,LUMEN,CONCRETE,01/01/1970 12:00:00 AM,,K515,SOUTH SHORE HS - K,BROOKLYN
"11,714",ROCK,WINTER,LUMEN,STONE,01/01/1970 12:00:00 AM,,K515,SOUTH SHORE HS - K,BROOKLYN
"11,715",AD ASTRA PER LIBROS,SPAMPINATO,CLEMENTE,BRASS,01/01/1963 12:00:00 AM,,X029,P.S. 29 - BRONX,BRONX
"11,715",AD ASTRA PER LIBROS,SPAMPINATO,CLEMENTE,BRONZE,01/01/1963 12:00:00 AM,,X029,P.S. 29 - BRONX,BRONX
"11,717",ABSTRACT,NIVOLA,COSTANTINO,CONCRETE,01/01/1958 12:00:00 AM,,K620,WILLIAM E. GRADY VOC HS - K,BROOKLYN
"11,718","RADIO, WIRELESS, LIGHT, TELEPHONE.",ANONYMOUS,,BRASS,01/01/1931 12:00:00 AM,,X655,SAMUEL GOMPERS VOC HS - X,BRONX
"11,719","""STUDENT  WORK""",ANONYMOUS,,BRASS,01/01/1931 12:00:00 AM,,X655,SAMUEL GOMPERS VOC HS - X,BRONX
"11,720",ANIMALS WE LOVE,HAMMOND,VALERIE,"STEEL, PAINTED",01/01/1991 12:00:00 AM,,K016,P.S. 16 - BROOKLYN,BROOKLYN
"11,721",SOUND PLAYGROUND,BUCHEN,BILL & MARY,STEEL,01/01/1992 12:00:00 AM,,X023,P.S. 23 - BRONX,BRONX
"11,721",SOUND PLAYGROUND,BUCHEN,BILL & MARY,CONCRETE,01/01/1992 12:00:00 AM,,X023,P.S. 23 - BRONX,BRONX
"11,721",SOUND PLAYGROUND,BUCHEN,BILL & MARY,BRONZE,01/01/1992 12:00:00 AM,,X023,P.S. 23 - BRONX,BRONX
"11,722",UNTITLED,BOLOMEY,ROGER,"STEEL, WEATHERING",01/01/1971 12:00:00 AM,,X405,HERBERT H. LEHMAN HS - X,BRONX
"11,724",THREE BACCAHANTES DANCING,CAPRONI BROTHERS,,PLASTER,01/01/1924 12:00:00 AM,,K440,PROSPECT HEIGHTS HS - K,BROOKLYN
"11,726","""MEMORIAL PLAQUE-IN MEMORY OF CORINNE M...",HENN,RUDOLF,"PLASTER, PAINTED",01/01/1940 12:00:00 AM,,K425,JAMES MADISON HS - K,BROOKLYN
"11,726","""MEMORIAL PLAQUE-IN MEMORY OF CORINNE M...",HENN,RUDOLF,PLASTER CAST,01/01/1940 12:00:00 AM,,K425,JAMES MADISON HS - K,BROOKLYN
"11,727",WORKERS IN FOUNDRY,HENN,RUDOLF,PLASTER,01/01/1937 12:00:00 AM,,K580,GEORGE WESTINGHOUSE VOC HS - K,BROOKLYN
"11,728",UNTITLED,ANONYMOUS,,STONE,01/01/1987 12:00:00 AM,,Q455,NEWTOWN HS - QUEENS,QUEENS
"11,729",OPEN VOYAGE,RIVERA,ROBERT,ALUMINUM,01/01/1992 12:00:00 AM,,X279,P.S. 279 - BRONX,BRONX
"11,730",HIGH ART,PFAFFMAN,SCOTT,WOOD,01/01/1987 12:00:00 AM,,X475,JOHN F. KENNEDY HS - X,BRONX
"11,730",HIGH ART,PFAFFMAN,SCOTT,"STEEL, WEATHERING",01/01/1987 12:00:00 AM,,X475,JOHN F. KENNEDY HS - X,BRONX
"11,731","""BUST OF COLUMBUS""",PICCIRILLI,ATTILIO,MARBLE,01/01/1925 12:00:00 AM,,X045,I.S. 45 - BRONX,BRONX
"11,732",TABULA,STUART,MICHELLE,STONE,01/01/1990 12:00:00 AM,,M477,STUYVESANT HS (NEW) - MANHATTAN,MANHATTAN
"11,732",TABULA,STUART,MICHELLE,MARBLE,01/01/1990 12:00:00 AM,,M477,STUYVESANT HS (NEW) - MANHATTAN,MANHATTAN
"11,732",TABULA,STUART,MICHELLE,GRANITE,01/01/1990 12:00:00 AM,,M477,STUYVESANT HS (NEW) - MANHATTAN,MANHATTAN
"11,734",WE SHALL OVERCOME,GOURFAIN,PETER,BRONZE,01/01/1994 12:00:00 AM,,K006,P.S. 6 - BROOKLYN,BROOKLYN
"11,735","FREEDOM MARCH, 1965",GOURFAIN,PETER,BRONZE,01/01/1993 12:00:00 AM,,K006,P.S. 6 - BROOKLYN,BROOKLYN
"11,736",THE BRONX,LEFEVRE,GREGG,BRONZE,01/01/1993 12:00:00 AM,,X209,P.S. 209 - BRONX,BRONX
"11,738",HARMONY II,ARROYO,ANDREA,FIBERGLASS,,,X306,P.S. 306 - BRONX,BRONX
"11,738",HARMONY II,ARROYO,ANDREA,ACRYLIC ON PANEL,,,X306,P.S. 306 - BRONX,BRONX
"11,740",AD ASTRA PER ASPERA,LYNDS,CLYDE,CONCRETE,01/01/1994 12:00:00 AM,,Q515,TOWNSEND HARRIS HS - Q,QUEENS
"11,740",AD ASTRA PER ASPERA,LYNDS,CLYDE,FIBER OPTICS,01/01/1994 12:00:00 AM,,Q515,TOWNSEND HARRIS HS - Q,QUEENS
"11,741",PANGAEA,WILSON,FRED,"STEEL, PAINTED",01/01/1995 12:00:00 AM,,Q515,TOWNSEND HARRIS HS - Q,QUEENS
"11,744","EAST OF THE SUN, WEST OF THE MOON",WOOD,STEVE,TERRA COTTA,01/01/1993 12:00:00 AM,,Q069,P.S. 69 - QUEENS,QUEENS
"11,746",TRIBUTARIES,ADAMS,DENNIS,PHOTOGRAPH,01/01/1995 12:00:00 AM,,Q452,LONG ISLAND CITY HS (NEW) - Q,QUEENS
"11,746",TRIBUTARIES,ADAMS,DENNIS,PLEXIGLASS,01/01/1995 12:00:00 AM,,Q452,LONG ISLAND CITY HS (NEW) - Q,QUEENS
"11,746",TRIBUTARIES,ADAMS,DENNIS,"STEEL, STAINLESS",01/01/1995 12:00:00 AM,,Q452,LONG ISLAND CITY HS (NEW) - Q,QUEENS
"11,748",PROJECT FOR P.S. 3,ACCONCI,VITO,STEEL,01/01/1995 12:00:00 AM,,X003,P.S. 3 - BRONX,BRONX
"11,748",PROJECT FOR P.S. 3,ACCONCI,VITO,CONCRETE,01/01/1995 12:00:00 AM,,X003,P.S. 3 - BRONX,BRONX
"14,056",COLLEGE GIRL,GROSS,CHAIM,EBONY,01/01/1935 12:00:00 AM,,K410,ABRAHAM LINCOLN HS - K,BROOKLYN
"14,057",FENCING BOY,GROSS,CHAIM,EBONY,,,K410,ABRAHAM LINCOLN HS - K,BROOKLYN
"17,001",RIVERS,RESSLER,ROBERT,"WOOD, PAINTED",01/01/1997 12:00:00 AM,,K233,P.S. 233 - BROOKLYN,BROOKLYN
"20,041",UNTITLED,BERNEKER,LOUIS,TO BE DETERMINED,01/01/1928 12:00:00 AM,,X060,P.S. 333 - BRONX,BRONX
"20,042",UNTITLED,NIVOLA,COSTANTINO,GRAFFITO,,,K046,P.S. 46 - BROOKLYN,BROOKLYN
"20,042",UNTITLED,NIVOLA,COSTANTINO,CONCRETE,,,K046,P.S. 46 - BROOKLYN,BROOKLYN
"20,043",ABSTRACTION,BOLOTOWSKY,ILYA,"MOSAIC, CERAMIC",01/01/1974 12:00:00 AM,,K072,P.S. 72 - BROOKLYN,BROOKLYN
"20,045",GAMES AND RHYTHM,LUBIN,JACK,"MOSAIC, GLASS",01/01/1962 12:00:00 AM,,K314,P.S. 314 - BROOKLYN,BROOKLYN
"20,046",POINT OF YOUTH,KAPROV,SUSAN,XEROX,01/01/1985 12:00:00 AM,,Q029,P.S. 29  - QUEENS,QUEENS
"20,046",POINT OF YOUTH,KAPROV,SUSAN,PLEXIGLASS,01/01/1985 12:00:00 AM,,Q029,P.S. 29  - QUEENS,QUEENS
"20,048","ABRAHAM LINCOLN, FRANKLIN ROOSEVELT",ALSTON,CHARLES,OIL ON CANVAS,01/01/1955 12:00:00 AM,,K410,ABRAHAM LINCOLN HS - K,BROOKLYN
"20,049",THOMAS JEFFERSON - GEORGE WASHINGTON,FIENE,ERNEST,OIL ON CANVAS,01/01/1955 12:00:00 AM,,K410,ABRAHAM LINCOLN HS - K,BROOKLYN
"20,050","""MARY WALSEMANN MEMORIAL WINDOW""",ANONYMOUS,,STAINED GLASS,01/01/1923 12:00:00 AM,,K008,P.S. 8 - BROOKLYN,BROOKLYN
"20,051",ABSTRACTION,FOGEL,SEYMOUR,"MOSAIC, GLASS",01/01/1976 12:00:00 AM,,K383,I.S. 383 - BROOKLYN,BROOKLYN
"20,052",UNTITLED,WILSON,DAVID,CERAMIC,01/01/1973 12:00:00 AM,,K291,I.S. 291 - BROOKLYN,BROOKLYN
"20,053","""ARTS, LETTERS, SCIENCES""",BRADFORD,FRANCIS,MARBLE,01/01/1957 12:00:00 AM,,K261,P.S. 261 - BROOKLYN,BROOKLYN
"20,055","""UNTITLED""",STANFORD,FERN,ACRYLIC ON PANEL,01/01/1976 12:00:00 AM,"6' 7 1/4"" X 5' 1""",K455,BOYS & GIRLS HS - K,BROOKLYN
"20,056",JOHN WAYNE,MARTIN,KNOX,"MOSAIC, GLASS",01/01/1982 12:00:00 AM,,K380,P.S. 380 - BROOKLYN,BROOKLYN
"20,059","""CANARSIE INDIANS""",TREADWELL,HELEN,"MOSAIC, MARBLE",01/01/1962 12:00:00 AM,,K282,P.S. 282 - BROOKLYN,BROOKLYN
"20,059","""CANARSIE INDIANS""",TREADWELL,HELEN,"MOSAIC, GLASS",01/01/1962 12:00:00 AM,,K282,P.S. 282 - BROOKLYN,BROOKLYN
"20,060","""YOUNG PEOPLE""",MENSHEKOFF,EDWARD,CERAMIC TILE,01/01/1965 12:00:00 AM,,K041,P.S. 41 - BROOKLYN,BROOKLYN
"20,061","""TOOLS OF EDUCATION""",SPIVAK,MAX,"MOSAIC, MARBLE",01/01/1955 12:00:00 AM,,K470,GEORGE W. WINGATE HS - K,BROOKLYN
"20,061","""TOOLS OF EDUCATION""",SPIVAK,MAX,"MOSAIC, GLASS",01/01/1955 12:00:00 AM,,K470,GEORGE W. WINGATE HS - K,BROOKLYN
"20,062","""EUROPEAN MUSIC""",FOGEL,SEYMOUR,OIL ON CANVAS,01/01/1937 12:00:00 AM,,K410,ABRAHAM LINCOLN HS - K,BROOKLYN
"20,065",A CHILD'S PATH FROM HOME TO SCHOOL,KATZ,JOSEPH,"MOSAIC, CERAMIC",,"4'-11"" X 8'-10""",K049,I.S. 49 - BROOKLYN,BROOKLYN
"20,066","""WORK TOOLS""",HYAMS,HARRIET,STAINED GLASS,01/01/1978 12:00:00 AM,,X722,P.S. 721 (OTC) - BRONX,BRONX
"20,067",LIGHT OF KNOWLEDGE,CAVALLARO,VINCENT,"MOSAIC, GLASS",01/01/1973 12:00:00 AM,,Q075,P.S. 75 (R PEARY SCHOOL)-QUEENS,QUEENS
"21,203","""THE MUSES AS DRAMA, MUSIC, AND SCIENCE""",POLONY,ELEMER,"MOSAIC, GLASS",01/01/1960 12:00:00 AM,,M180,P.S. 180 - MANHATTAN,MANHATTAN
"21,204",EDUCATION,POLONY,ELEMER,"MOSAIC, GLASS",01/01/1964 12:00:00 AM,,M083,P.S. 83 - MANHATTAN,MANHATTAN
"21,205","""FASHION TRADE""",FIENE,ERNEST,"MOSAIC, GLASS",01/01/1937 12:00:00 AM,,M600,FASHION INDUSTRIES VOC HS - M,MANHATTAN
"21,209",EDUCATIONAL MOTIVE: SPORTS & SCIENCE,RECKE,GERARD,STAINED GLASS,01/01/1936 12:00:00 AM,,M440,BAYARD RUSTIN EDUCATIONAL COMP-M,MANHATTAN
"21,210",MAN ON THE THRESHOLD OF THE SPACE AGE,ALSTON,CHARLES,"MOSAIC, GLASS",01/01/1964 12:00:00 AM,,M154,P.S. 154 - MANHATTAN,MANHATTAN
"21,210",MAN ON THE THRESHOLD OF THE SPACE AGE,ALSTON,CHARLES,"MOSAIC, STONE",01/01/1964 12:00:00 AM,,M154,P.S. 154 - MANHATTAN,MANHATTAN
"21,211",THE SEASONS,HYAMS,HARRIET,STAINED GLASS,01/01/1962 12:00:00 AM,,R435,NEW DORP HS (NEW) - S. I.,STATEN ISLAND
"21,213","""UNTITLED""",KASUBA,ALEXSANDRA,"MOSAIC, MARBLE",01/01/1982 12:00:00 AM,,R435,NEW DORP HS (NEW) - S. I.,STATEN ISLAND
"11,028",LANDMIND,CHIN,MEL,GLASS,01/01/1995 12:00:00 AM,,Q452,LONG ISLAND CITY HS (NEW) - Q,QUEENS
"11,028",LANDMIND,CHIN,MEL,CONCRETE,01/01/1995 12:00:00 AM,,Q452,LONG ISLAND CITY HS (NEW) - Q,QUEENS
"11,028",LANDMIND,CHIN,MEL,GRANITE,01/01/1995 12:00:00 AM,,Q452,LONG ISLAND CITY HS (NEW) - Q,QUEENS
"11,028",LANDMIND,CHIN,MEL,"STEEL, STAINLESS",01/01/1995 12:00:00 AM,,Q452,LONG ISLAND CITY HS (NEW) - Q,QUEENS
"21,605",RITES OF PASSAGE,HOLDER,ROBIN,WOOD,,,K175,TEACHERS PREP HS(OL REDIRECTION)-K,BROOKLYN
"21,605",RITES OF PASSAGE,HOLDER,ROBIN,STAINED GLASS,,,K175,TEACHERS PREP HS(OL REDIRECTION)-K,BROOKLYN
"21,605",RITES OF PASSAGE,HOLDER,ROBIN,STEEL,,,K175,TEACHERS PREP HS(OL REDIRECTION)-K,BROOKLYN
"21,614",RITES OF PASSAGE,HOLDER,ROBIN,PLEXIGLASS,,,K175,TEACHERS PREP HS(OL REDIRECTION)-K,BROOKLYN
"21,614",RITES OF PASSAGE,HOLDER,ROBIN,CERAMIC,,,K175,TEACHERS PREP HS(OL REDIRECTION)-K,BROOKLYN
"21,614",RITES OF PASSAGE,HOLDER,ROBIN,"WOOD, CARVED",,,K175,TEACHERS PREP HS(OL REDIRECTION)-K,BROOKLYN
"21,614",RITES OF PASSAGE,HOLDER,ROBIN,"WOOD, PAINTED",,,K175,TEACHERS PREP HS(OL REDIRECTION)-K,BROOKLYN
"71,166",LUCY ON PFEIFFERS BEACH,JONES,AMY,WATERCOLOR,01/01/1967 12:00:00 AM,"25"" X 30 1/2""",K126,J.H.S. 126 - BROOKLYN,BROOKLYN
"21,032",UNTITLED,NIVOLA,COSTANTINO,CONCRETE,01/01/1960 12:00:00 AM,,K046,P.S. 46 - BROOKLYN,BROOKLYN
"20,039",IMPORTANT WOMEN IN WOOL INDUSTRY,MACCOY,GUY,OIL ON CANVAS,,,K655,BKLYN HS OF THE ARTS (OL S J HL)-K,BROOKLYN
"21,368","AMERIKA-- FOR THE PEOPLE OF BATHGATE, 1988",ROLLINS,TIM,ENAMEL PAINT,01/01/1988 12:00:00 AM,,X004,P.S. 4 - BRONX,BRONX
"21,627","A STORY IS TOLD...A VIEW OF FOUR CULTURES: NATIVE AMERICAN, MAYAN, AFRICAN, ...",HIIVA,OLGA,CERAMIC,01/01/1996 12:00:00 AM,,X102,P.S. 102 - BRONX,BRONX
"71,275",BAND CONCERT,SHERMAN,EFFIM,ETCHING,01/01/1940 12:00:00 AM,"15' X 18""",K490,FORT HAMILTON HS - K,BROOKLYN
"71,276",THREE DEER,SHERMAN,JAMES,LITHOGRAPH,01/01/1940 12:00:00 AM,"15"" X 18""",K490,FORT HAMILTON HS - K,BROOKLYN
"71,277",MONTAUK FISHING VILLAGE,SHOKLER,HARRY,WOODCUT,,"12"" X 14""",K490,FORT HAMILTON HS - K,BROOKLYN
"71,279",MAN'S DREAM,STERNBERG,HARRY,ETCHING,01/01/1940 12:00:00 AM,"18"" X 21""",K490,FORT HAMILTON HS - K,BROOKLYN
"71,280",HUDSON RIVER FERRY,TANZER,JULIUS,LITHOGRAPH,01/01/1940 12:00:00 AM,"20"" X 25""",K490,FORT HAMILTON HS - K,BROOKLYN
"35,095",LARGE SQUARE SPECTRUM SERIES #1,ROTH,RICHARD,ENAMEL PAINT,01/01/1971 12:00:00 AM,"48"" X 48""",X083,P.S. 83 - BRONX,BRONX
"35,095",LARGE SQUARE SPECTRUM SERIES #1,ROTH,RICHARD,GLASS,01/01/1971 12:00:00 AM,"48"" X 48""",X083,P.S. 83 - BRONX,BRONX
"35,094",3 PEOPLE 3,GILES,WILLIAM,ACRYLIC ON CANVAS,01/01/1966 12:00:00 AM,,X360,P.S. 360 - BRONX,BRONX
"11,040",SHEAVES,UNGER,MARY ANN,FABRIC,01/01/1990 12:00:00 AM,,Q801,OSSS / DSF - QUEENS,QUEENS
"11,040",SHEAVES,UNGER,MARY ANN,HYDROCAL,01/01/1990 12:00:00 AM,,Q801,OSSS / DSF - QUEENS,QUEENS
"31,144",PORTRAIT OF DR. HYMAN ALPERN,HERMES,ALLAN,OIL ON CANVAS,01/01/1937 12:00:00 AM,"48"" X 38 3/4""",X425,EVANDER CHILDS HS - X,BRONX
"71,264",WOMAN WITH RED HAIR,PECK,AUGUSTUS,MONO TYPE,01/01/1937 12:00:00 AM,"21"" X 18""",K490,FORT HAMILTON HS - K,BROOKLYN
"71,273","SAWMILL, NOVA SCOTIA",SANGER,I.J.,LINOLEUM CUT,01/01/1940 12:00:00 AM,"15"" X 18""",K490,FORT HAMILTON HS - K,BROOKLYN
"71,273","SAWMILL, NOVA SCOTIA",SANGER,I.J.,WOODCUT,01/01/1940 12:00:00 AM,"15"" X 18""",K490,FORT HAMILTON HS - K,BROOKLYN
"71,257","BACKSTAGE ""PORGY AND BESS""",MARKHAM,KYRA,LITHOGRAPH,01/01/1936 12:00:00 AM,"18"" X 15""",K490,FORT HAMILTON HS - K,BROOKLYN
"21,637",THE LIVELY NARROWS,LORCH-SEIDMAN,CRYSTAL,"MOSAIC, CERAMIC",01/01/1991 12:00:00 AM,,K490,FORT HAMILTON HS - K,BROOKLYN
"11,763",,ANONYMOUS,,"WOOD, CARVED",01/01/1937 12:00:00 AM,,Q152,P.S. 152 - QUEENS,QUEENS
"11,024",DAEDALUS BEDAZZLED,DENNIS,DONNA,"STEEL, PAINTED",01/01/1996 12:00:00 AM,,Q005,I.S. 5 - QUEENS,QUEENS
"11,024",DAEDALUS BEDAZZLED,DENNIS,DONNA,"STEEL, STAINLESS",01/01/1996 12:00:00 AM,,Q005,I.S. 5 - QUEENS,QUEENS
